,fraudulent,customer.customerEmail,customer.customerPhone,customer.customerDevice,customer.customerIPAddress,customer.customerBillingAddress,transactionId,orderId,paymentMethodId,transactionAmount,transactionFailed,orderState,orderShippingAddress,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,paymentMethodIssuer
166,False,briana34@gmail.com,952-580-9304x38838,s7dtery2p2f00b7qnwvv,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",7o924iwu,z11a6h,h2awlopgd,29,False,fulfilled,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,apple pay,JCB 16 digit,Bulwark Trust Corp.
167,False,briana34@gmail.com,952-580-9304x38838,s7dtery2p2f00b7qnwvv,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",4bce098o,8id3sg,qkhsgv41q,41,True,pending,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,paypal,Maestro,Vertex Bancorp
168,False,briana34@gmail.com,952-580-9304x38838,s7dtery2p2f00b7qnwvv,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",zrro6kto,8id3sg,qkhsgv41q,41,False,pending,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,paypal,Maestro,Vertex Bancorp
169,False,jonesandrea@gray.biz,+49(5)7226212913,szchbklzmzi87sa0oyz0,120.215.98.17,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",jjnhdzhb,sqfq9g,gxjchyxfz,45,False,fulfilled,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",False,paypal,JCB 16 digit,Citizens First Banks
170,False,jonesandrea@gray.biz,+49(5)7226212913,szchbklzmzi87sa0oyz0,120.215.98.17,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",cmlxddnq,lco8r4,gxjchyxfz,22,False,fulfilled,"214 Rachel Branch
East Gabriela, NJ 89474-5585",False,paypal,JCB 16 digit,Citizens First Banks
171,False,jonesandrea@gray.biz,+49(5)7226212913,szchbklzmzi87sa0oyz0,120.215.98.17,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",kyzfj2ta,d1mfum,gxjchyxfz,29,False,fulfilled,"369 Moreno Lock
Raytown, MS 71921-2845",False,paypal,JCB 16 digit,Citizens First Banks
172,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",o022s00u,d6sbjc,bkopk7uzs,51,True,fulfilled,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",False,card,VISA 16 digit,Rose Bancshares
173,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",w7ludkyz,d6sbjc,bkopk7uzs,51,False,fulfilled,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",False,card,VISA 16 digit,Rose Bancshares
174,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",ohw0eoga,izroq8,bwj2e7i76,36,False,fulfilled,"298 Stephanie Passage
Ortizhaven, WY 41473",False,card,Mastercard,Vertex Bancorp
175,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",uusnh2tp,9spaf7,bwj2e7i76,60,False,fulfilled,"USCGC Smith
FPO AE 33964-3887",False,card,Mastercard,Vertex Bancorp
176,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",0niv9sm2,8f7mcp,bwj2e7i76,52,False,fulfilled,"2079 Woods Unions
Brandibury, AR 18360-1093",False,card,Mastercard,Vertex Bancorp
177,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",by1ob38p,xwtnot,bwj2e7i76,68,False,fulfilled,"USS Medina
FPO AA 42900",False,card,Mastercard,Vertex Bancorp
178,True,kristina41@gmail.com,1-836-334-7673,1a88bvu79nax6873na08,35.23.150.176,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",h96uhgzk,iaousp,cm5dp45zh,51,False,fulfilled,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",False,apple pay,JCB 16 digit,Citizens First Banks
179,False,nolanalec@yahoo.com,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",uzxl7bjx,48pqsb,k5n97dkql,31,False,fulfilled,"6790 Cassandra Loop
Davidton, ME 00036",False,card,JCB 15 digit,Citizens First Banks
180,False,nolanalec@yahoo.com,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",6vdayna1,tprxxg,7am579wop,36,False,fulfilled,"6790 Cassandra Loop
Davidton, ME 00036",False,card,Maestro,Solace Banks
181,False,nolanalec@yahoo.com,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",3rc2nhqf,3j539y,7am579wop,42,False,fulfilled,"32795 Gregory Tunnel Apt. 420
Patrickton, OR 99089-6477",False,card,Maestro,Solace Banks
182,False,nolanalec@yahoo.com,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",83llpfdj,q4rqn8,7am579wop,35,True,fulfilled,"6790 Cassandra Loop
Davidton, ME 00036",False,card,Maestro,Solace Banks
183,False,nolanalec@yahoo.com,+00(2)1650962747,9ytcxpehi6xw76g5qhhl,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"6790 Cassandra Loop
Davidton, ME 00036",rhgbdlfu,q4rqn8,7am579wop,35,False,fulfilled,"6790 Cassandra Loop
Davidton, ME 00036",False,card,Maestro,Solace Banks
184,False,spencer77@reid.com,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",obe4ky4l,phfc5z,kvc38kle1,17,True,fulfilled,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",False,card,JCB 16 digit,Vertex Bancorp
185,False,spencer77@reid.com,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",h0heqcju,phfc5z,kvc38kle1,17,True,fulfilled,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",False,card,JCB 16 digit,Vertex Bancorp
186,False,spencer77@reid.com,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",9udno8l3,phfc5z,bv4rt0waw,17,True,fulfilled,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",False,card,JCB 16 digit,Citizens First Banks
187,False,spencer77@reid.com,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",9pqd6ebh,phfc5z,bv4rt0waw,17,False,fulfilled,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",False,card,JCB 16 digit,Citizens First Banks
188,False,spencer77@reid.com,423.526.5373,7318fn930cyfirv504xp,8.13.234.51,"9811 Allison Harbors
Perryberg, SC 57620-9104",62dks9yz,7g535w,bv4rt0waw,33,False,failed,"363 Michael Villages
Kristineburgh, NM 59002",False,card,JCB 16 digit,Citizens First Banks
189,True,uguzman@yahoo.com,(017)893-9493,at92v1f1r3shwbeujiap,151.245.182.84,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",ftiso5mr,32rax6,73a2hlmnm,353,True,fulfilled,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",False,card,VISA 16 digit,Her Majesty Trust
190,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",3f97a9jm,9ekv8b,was3bq380,17,False,fulfilled,"58408 Stacy Grove
Port Gregory, MD 11557-3871",False,card,Voyager,Fountain Financial Inc.
191,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",qblbbsr6,l4l6tx,k5xriv8co,24,True,fulfilled,"37549 Crawford Forest
Christopherside, KY 96656",True,card,Maestro,His Majesty Bank Corp.
192,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",uriznwe8,l4l6tx,was3bq380,24,False,fulfilled,"37549 Crawford Forest
Christopherside, KY 96656",False,card,Voyager,Fountain Financial Inc.
193,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",wpumno5r,y4a3bt,k5xriv8co,35,False,pending,"37549 Crawford Forest
Christopherside, KY 96656",True,card,Maestro,His Majesty Bank Corp.
194,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",th1lhv8t,xtmpum,k5xriv8co,32,False,fulfilled,"37549 Crawford Forest
Christopherside, KY 96656",True,card,Maestro,His Majesty Bank Corp.
195,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",cyob52xd,y50p63,k5xriv8co,36,True,fulfilled,"37549 Crawford Forest
Christopherside, KY 96656",True,card,Maestro,His Majesty Bank Corp.
196,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",6qb7pwgb,y50p63,was3bq380,36,True,fulfilled,"37549 Crawford Forest
Christopherside, KY 96656",False,card,Voyager,Fountain Financial Inc.
197,False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",fu5bnafm,y50p63,k5xriv8co,36,True,fulfilled,"37549 Crawford Forest
Christopherside, KY 96656",True,card,Maestro,His Majesty Bank Corp.
198,True,feliciabrown@gmail.com,(226)129-2677,z7xkuohhjbtiqs6q9rk9,115.137.171.103,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",55tz7m12,jp7kqk,0ma0yi3jg,41,False,fulfilled,"1089 Christopher Neck Suite 097
Scottmouth, GA 02587-6233",False,card,JCB 16 digit,Her Majesty Trust
199,False,dianacook@gmail.com,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",xmzhdlhj,23cqz5,yu71nlc3z,19,True,failed,"226 Steven Course
New Jaime, VI 82101-3297",False,card,JCB 16 digit,Vertex Bancorp
200,False,dianacook@gmail.com,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",mivfzxfz,23cqz5,yu71nlc3z,19,False,failed,"226 Steven Course
New Jaime, VI 82101-3297",False,card,JCB 16 digit,Vertex Bancorp
201,False,dianacook@gmail.com,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",6nfh2k77,gxeyl2,yu71nlc3z,20,False,fulfilled,"938 Miranda Mountain
Alexandratown, AS 69640",False,card,JCB 16 digit,Vertex Bancorp
202,False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",odva1tei,zllwa6,wejtuspvr,37,True,fulfilled,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,card,Mastercard,Grand Credit Corporation
203,False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",7p1c81gx,zllwa6,wejtuspvr,37,True,fulfilled,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,card,Mastercard,Grand Credit Corporation
204,False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",wxb335un,zllwa6,wejtuspvr,37,False,fulfilled,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,card,Mastercard,Grand Credit Corporation
205,False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",hyknr1f4,znlrfn,wejtuspvr,14,False,fulfilled,"5936 Logan Forge Apt. 622
North Kevinshire, NV 15030-8421",False,card,Mastercard,Grand Credit Corporation
206,False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",1qfz6ocd,rl4qc1,wejtuspvr,49,False,fulfilled,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,card,Mastercard,Grand Credit Corporation
207,False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",mctz3wea,6s4aem,wejtuspvr,43,False,fulfilled,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,card,Mastercard,Grand Credit Corporation
208,True,joserowland@jones.com,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",yjfirs14,u5a84z,r2v5bgqxf,31,False,fulfilled,"702 Richard Dale Suite 484
New Paula, CT 56858-8909",False,card,VISA 16 digit,Her Majesty Trust
209,True,joserowland@jones.com,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",hrzejsy4,809d5o,f3l73qqm9,46,False,fulfilled,"1292 Tricia Key Suite 062
Marthabury, KS 40445",False,card,American Express,Grand Credit Corporation
210,True,joserowland@jones.com,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",6xtouwt2,734b9q,f3l73qqm9,16,False,fulfilled,"1292 Tricia Key Suite 062
Marthabury, KS 40445",False,card,American Express,Grand Credit Corporation
211,True,joserowland@jones.com,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",u2mtko2f,02x0ec,yym5xo9qi,15,False,fulfilled,"15587 Rios Center
East Dawn, AR 22196",False,card,Diners Club / Carte Blanche,Citizens First Banks
212,False,pattersonphilip@yahoo.com,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",61k4wiml,wg4ai4,6954oj7dx,18,False,failed,"PSC 6562, Box 6787
APO AE 05203",False,paypal,JCB 16 digit,His Majesty Bank Corp.
213,False,pattersonphilip@yahoo.com,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",tuyrl147,dkwhx7,6954oj7dx,16,False,fulfilled,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",False,paypal,JCB 16 digit,His Majesty Bank Corp.
214,False,pattersonphilip@yahoo.com,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",cattpxq6,5ref00,6954oj7dx,39,False,pending,"PSC 0481, Box 8369
APO AP 33323-5409",False,paypal,JCB 16 digit,His Majesty Bank Corp.
215,False,pattersonphilip@yahoo.com,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",kn2hi7mn,4clclj,ujky4teqc,37,False,fulfilled,"968 Lisa Fall
Lake Arianashire, DC 66544-2874",False,card,American Express,Grand Credit Corporation
216,True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",ixardum8,qfteet,7b7gmp8al,12,False,failed,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",False,card,VISA 16 digit,Citizens First Banks
217,True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",01qy7cu0,8a35qi,7b7gmp8al,48,True,failed,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",False,card,VISA 16 digit,Citizens First Banks
218,True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",b2llml7i,8a35qi,7b7gmp8al,48,False,failed,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",False,card,VISA 16 digit,Citizens First Banks
219,True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",cwqkwqg6,sw4bii,7b7gmp8al,41,False,fulfilled,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",False,card,VISA 16 digit,Citizens First Banks
220,True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",ao9gm8ru,5xh1fc,7b7gmp8al,29,False,fulfilled,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",False,card,VISA 16 digit,Citizens First Banks
221,True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",eyudgsxk,m6pkzg,pr3xs6kdy,22,False,fulfilled,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",False,paypal,VISA 13 digit,Fountain Financial Inc.
222,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",gec3i717,np9ggp,l1qil6tjh,44,False,fulfilled,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
223,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",e9cfoezm,8zs126,l1qil6tjh,43,True,failed,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
224,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",vln8ddqj,8zs126,l1qil6tjh,43,True,failed,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
225,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",20fwt83g,9416gf,l1qil6tjh,41,False,fulfilled,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
226,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",ybvvmxmd,6avmqe,l1qil6tjh,16,True,fulfilled,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
227,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",203fxp7y,6avmqe,l1qil6tjh,16,True,fulfilled,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
228,False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",7sajyzm4,6avmqe,l1qil6tjh,16,False,fulfilled,"445 Nicole Hollow
Carterton, FM 48532",False,card,American Express,Bastion Banks
229,True,suzanne21@gmail.com,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",hpcgclef,l4hhqu,6ke43eyg9,37,False,failed,"398 Latasha Canyon
Kathyland, LA 36717-2161",False,card,Voyager,r
230,True,suzanne21@gmail.com,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",vdwjlp18,z2x7az,6ke43eyg9,31,True,fulfilled,"94922 Robert Park
Kellyhaven, OK 36922-3583",False,card,Voyager,r
231,True,suzanne21@gmail.com,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",5mub2d51,z2x7az,6ke43eyg9,31,False,fulfilled,"94922 Robert Park
Kellyhaven, OK 36922-3583",False,card,Voyager,r
232,True,suzanne21@gmail.com,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",jreh2bkw,910715,5i61lz4t2,24,True,fulfilled,"398 Latasha Canyon
Kathyland, LA 36717-2161",False,bitcoin,Discover,B
233,True,suzanne21@gmail.com,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",95qmlxm7,910715,5i61lz4t2,24,False,fulfilled,"398 Latasha Canyon
Kathyland, LA 36717-2161",False,bitcoin,Discover,B
234,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",qenelvvf,3ougge,opyep1aoj,11,True,fulfilled,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",False,card,VISA 16 digit,Rose Bancshares
235,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",w5wkltds,3ougge,opyep1aoj,11,False,fulfilled,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",False,card,VISA 16 digit,Rose Bancshares
236,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",m0vig74t,6p7c0x,opyep1aoj,42,False,fulfilled,"5015 Harrison Fields Suite 162
Sheppardfort, FL 39092",False,card,VISA 16 digit,Rose Bancshares
237,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",ao66pcnh,dd8z28,opyep1aoj,37,False,fulfilled,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",False,card,VISA 16 digit,Rose Bancshares
238,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",h1zprjml,0b6r24,opyep1aoj,30,True,fulfilled,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",False,card,VISA 16 digit,Rose Bancshares
239,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",0ltw4chk,0b6r24,opyep1aoj,30,False,fulfilled,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",False,card,VISA 16 digit,Rose Bancshares
240,True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",aoyfjmwf,9eubwc,opyep1aoj,12,False,fulfilled,"62515 Holly Court
Lopezton, AR 45419-4146",False,card,VISA 16 digit,Rose Bancshares
241,False,kristaavery@lewis-baird.com,242.165.5396x07020,3wqhnieu6nbcis8x7h3j,180.223.72.88,"73802 Aaron Field Apt. 622
Port Lisa, MO 01167",j8eo5x52,g54w0y,gcg213ko9,16,True,fulfilled,"1018 Johnny Vista Suite 429
North Daniel, CO 58465-5970",True,bitcoin,Discover,Bulwark Trust Corp.
242,True,cathy42@gibson.com,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",h469bpo6,d5r0n3,d1nvhtt2q,14,False,fulfilled,"0378 Sanders View Suite 401
West Joanna, NC 12504",False,card,Diners Club / Carte Blanche,Bulwark Trust Corp.
243,True,cathy42@gibson.com,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",vj05ozm5,8lc2cq,d1nvhtt2q,23,False,fulfilled,"046 Carson Crescent
South Jacksonview, NV 22839-2652",False,card,Diners Club / Carte Blanche,Bulwark Trust Corp.
244,True,cathy42@gibson.com,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",aziryp5p,ssqc0h,rz1xfmc67,50,False,fulfilled,"913 Rivas Island
Hallburgh, GU 81505-6573",False,card,Mastercard,His Majesty Bank Corp.
